Lake;Experiment;TP ;Chla ;DOC;Temperature;Chla_flu;PAR_I;PAR_II;PAR_III;TN
Erken;2;19.1;784.512;NA;18.82;Jun 25;119;73;23;0.5972
Erken;2;16.35;671.571;NA;18. Jul;02. Dez;234;154;63;0.5956
Erken;2;18,00;517.284;NA;18. Jan;04. Jul;228;141;61;0.6416
Erken;2;16.28;309.888;NA;18.28;Jan 72;146;95;33;0.5641
Erken;2;17.81;579.816;NA;18;Mai 13;192;134;53;0.6043
Erken;2;17.94;404.415;NA;18.26;Feb 46;123;73;30;0.5921
Erken;2;18.63;815.049;NA;18.29;Aug 66;121;75;25;0.5937
Erken;2;18.12;547.893;NA;18;Feb 77;223;140;66;0.6038
Erken;2;33.04;1.633.158;NA;18.66;03. Feb;722;481;348;0.6801
Erken;2;23.53;835.065;NA;17. Mär;Jan 64;66;33;16;0.5585
Erken;2;36.14;558.486;NA;17. Mär;Apr 37;62;30;10;0.5736
Erken;2;19.52;703.422;NA;17. Jul;06. Mär;23;12;4;0.5525
Erken;2;21.3;795.249;NA;17. Jul;Mai 27;28;13;5;0.6116
Erken;2;25.1;720.522;NA;17. Jul;05. Mai;24;11;5;0.6003
Erken;2;21.46;76.311;NA;17. Jul;06. Feb;22;10;3;0.6362
Erken;2;22.1;41.355;NA;17.44;Feb 68;60;28;10;0.6147
Erken;2;20.95;538.614;NA;17.38;Apr 77;66;36;13;0.6298
Erken;2;22.25;88.686;NA;17. Jul;Mai 16;26;12;5;0.6418
Erken;2;45.73;413.622;NA;17. Mai;Feb 52;67;31;10;0.6664
Erken;2;19.69;567.837;NA;17. Apr;Mär 46;64;30;12;0.6289
Erken;2;16.26;598.374;NA;17. Aug;Mär 32;32;15;4;0.6028
Erken;2;22.46;505.233;NA;17. Mär;04. Mai;70;35;13;0.6544
Erken;2;20.21;587.637;NA;17. Jul;Apr 51;41;18;5;0.6071
Erken;2;19.9;691.443;NA;17.78;Apr 43;45;23;6;0.634
Erken;2;23.88;546.507;NA;17. Apr;Feb 62;128;71;33;0.6116
Erken;2;36.31;4.365.837;NA;17. Sep;03. Jun;142;85;54;0.7392
Erken;2;12.41;412.236;NA;17.41;0.62;136;81;35;0.5467
Erken;2;17.93;309.888;NA;17.44;0.95;149;88;32;0.562
Erken;2;14.1;16.488;NA;17.58;Jan 37;73;42;15;0.5382
Erken;2;15.06;227.412;NA;17.59;Jan 61;112;57;22;0.5738
Erken;2;16.45;134.271;NA;17.57;0.86;53;25;12;0.6079
Erken;2;16.74;206.082;NA;17. Mai;Jan 55;93;46;17;0.5641
Erken;2;15.21;123.678;NA;17.41;0.8;181;110;43;0.5767
Erken;2;14.91;175.473;NA;17.39;0.8;196;114;47;0.5741
Erken;2;15.54;279.279;NA;17. Jun;Jan 93;98;51;20;0.5672
Erken;2;13.89;166.338;NA;17. Apr;0.46;181;111;44;0.5902
Erken;2;15.16;206.082;NA;17. Apr;01. Mär;173;102;45;0.5697
Erken;2;14.15;177.003;NA;17.58;0.6;105;52;19;0.5366
Erken;2;14.69;270.072;NA;17.39;Jan 72;168;110;43;0.5649
Erken;2;14.94;20.754;NA;17.57;0.72;103;52;21;0.5443
Erken;2;14.74;277.893;NA;17.58;Jan 77;104;52;22;0.5443
Erken;2;14.42;196.947;NA;17.38;0.65;189;123;52;0.5701
Erken;2;35.62;740.466;NA;17. Jun;03. Aug;534;376;245;0.5937
Erken;2;12.41;132.885;Nov 56;NA;NA;NA;NA;NA;0.5364
Erken;2;17.93;247.356;12. Feb;NA;NA;NA;NA;NA;0.5776
Erken;2;14.1;172.701;12;NA;NA;NA;NA;NA;0.5166
Erken;2;15.06;223.182;Nov 55;NA;NA;NA;NA;NA;0.5336
Erken;2;16.45;223.254;Nov 36;NA;NA;NA;NA;NA;0.5636
Erken;2;16.74;233.847;Nov 31;NA;NA;NA;NA;NA;0.5331
Erken;2;15.21;0.93141;Nov 78;NA;NA;NA;NA;NA;0.5646
Erken;2;14.91;225.954;11. Aug;NA;NA;NA;NA;NA;0.5611
Erken;2;15.54;14.355;Nov 26;NA;NA;NA;NA;NA;0.5212
Erken;2;13.89;174.159;12. Feb;NA;NA;NA;NA;NA;0.5243
Erken;2;15.16;245.898;11. Jul;NA;NA;NA;NA;NA;0.5473
Erken;2;14.15;12.222;Nov 22;NA;NA;NA;NA;NA;0.5151
Erken;2;14.69;174.087;Okt 35;NA;NA;NA;NA;NA;0.5432
Erken;2;14.94;256.635;Nov 31;NA;NA;NA;NA;NA;0.5194
Erken;2;14.74;10.089;Okt 53;NA;NA;NA;NA;NA;0.5241
Erken;2;14.42;0.61146;Nov 87;NA;NA;NA;NA;NA;0.5093
Erken;2;35.62;0.93069;Nov 69;NA;NA;NA;NA;NA;0.5673
Skogaryd;1;25.86;113.013;19.45;20. Jun;NA;NA;NA;NA;0.5703
Skogaryd;1;21.13;106.365;20. Jan;20. Mai;NA;NA;NA;NA;0.5875
Skogaryd;1;21.68;96.186;20.22;20. Jul;NA;NA;NA;NA;0.5559
Skogaryd;1;21.03;110.406;20. Mär;20. Jun;NA;NA;NA;NA;0.5502
Skogaryd;1;23.57;1.239.552;20.64;20. Jul;NA;NA;NA;NA;0.5684
Skogaryd;1;23.98;1.276.668;20.57;20. Jun;NA;NA;NA;NA;0.4852
Skogaryd;1;23.3;1.148.688;20.87;20. Jul;NA;NA;NA;NA;0.4949
Skogaryd;1;22.77;1.074.744;20.61;20. Jul;NA;NA;NA;NA;0.5379
Skogaryd;1;22.25;10.692;20.55;20. Jul;NA;NA;NA;NA;0.5134
Skogaryd;1;23.24;123.372;21.14;20.75;NA;NA;NA;NA;0.5205
Skogaryd;1;24.46;1.239.552;20.46;20.75;NA;NA;NA;NA;0.5793
Skogaryd;1;24.24;1.196.892;19. Aug;20.78;NA;NA;NA;NA;0.5534
Skogaryd;1;25.82;1.441.188;20.39;20. Jul;NA;NA;NA;NA;0.5589
Skogaryd;1;23.93;1.356.156;20.63;20. Jul;NA;NA;NA;NA;0.545
Skogaryd;1;24.88;1.313.496;20.73;20. Jul;NA;NA;NA;NA;0.5448
Skogaryd;1;24.16;1.398.528;20.99;20. Jul;NA;NA;NA;NA;0.5185
Skogaryd;1;22.04;947.052;20.74;20. Aug;NA;NA;NA;NA;0.618
Skogaryd;1;22.84;98.388;NA;19. Jul;NA;NA;NA;NA;0.5295
Skogaryd;1;24.21;1.313.496;NA;19. Jul;NA;NA;NA;NA;0.5326
Skogaryd;1;22.61;946.764;NA;19. Aug;NA;NA;NA;NA;0.5406
Skogaryd;1;25.39;1.276.668;NA;19. Sep;NA;NA;NA;NA;0.5928
Skogaryd;1;23.39;1.148.688;NA;19.85;NA;NA;NA;NA;0.5107
Skogaryd;1;25.05;1.563.624;NA;20;NA;NA;NA;NA;0.5427
Skogaryd;1;25.15;946.764;NA;19.95;NA;NA;NA;NA;0.5448
Skogaryd;1;26.38;1.392.984;NA;19. Aug;NA;NA;NA;NA;0.5634
Skogaryd;1;25.64;1.234.008;NA;19. Sep;NA;NA;NA;NA;0.5571
Skogaryd;1;21.42;867.276;NA;19. Aug;NA;NA;NA;NA;0.525
Skogaryd;1;28.09;1.111.572;NA;19.85;NA;NA;NA;NA;0.5512
Skogaryd;1;24.07;947.052;NA;19. Sep;NA;NA;NA;NA;0.5516
Skogaryd;1;30.57;155.808;NA;19. Sep;NA;NA;NA;NA;0.5898
Skogaryd;1;26.48;1.148.688;NA;20;NA;NA;NA;NA;0.5393
Skogaryd;1;29.77;1.515.132;NA;20;NA;NA;NA;NA;0.5977
Skogaryd;1;25.3;1.068.912;NA;19. Sep;NA;NA;NA;NA;0.5458
Skogaryd;1;23.57;867.276;NA;20;NA;NA;NA;NA;0.5457
Skogaryd;1;23.3;1.020.708;NA;18;NA;NA;NA;NA;0.5771
Skogaryd;1;24.06;1.228.176;NA;18;NA;NA;NA;NA;0.5453
Skogaryd;1;23.1;1.063.368;NA;18.18;NA;NA;NA;NA;0.547
Skogaryd;1;27.94;1.765.548;NA;18. Jun;NA;NA;NA;NA;0.6152
Skogaryd;1;21.7;1.185.516;NA;18. Jul;NA;NA;NA;NA;0.5561
Skogaryd;1;25,00;1.765.548;NA;18. Jul;NA;NA;NA;NA;0.5793
Skogaryd;1;21.75;824.616;NA;18. Jun;NA;NA;NA;NA;0.5211
Skogaryd;1;28.55;155.808;NA;18. Jun;NA;NA;NA;NA;0.5777
Skogaryd;1;24.9;155.808;NA;18. Jun;NA;NA;NA;NA;0.5441
Skogaryd;1;22.32;106.308;NA;18. Jul;NA;NA;NA;NA;0.5156
Skogaryd;1;27.59;1.435.644;NA;18. Jul;NA;NA;NA;NA;0.6116
Skogaryd;1;25.21;98.388;NA;18. Jul;NA;NA;NA;NA;0.5639
Skogaryd;1;29.15;155.808;NA;18. Jul;NA;NA;NA;NA;0.6696
Skogaryd;1;24.26;1.106.028;NA;18. Jul;NA;NA;NA;NA;0.5445
Skogaryd;1;25.51;1.637.568;NA;18. Sep;NA;NA;NA;NA;0.5596
Skogaryd;1;28.83;1.270.836;NA;18. Jul;NA;NA;NA;NA;0.575
Skogaryd;1;27.17;947.052;NA;18. Aug;NA;NA;NA;NA;0.5653
Skogaryd;1;23.89;776.124;NA;18;NA;NA;NA;NA;0.7899
Skogaryd;1;25.72;947.052;NA;18. Jan;NA;NA;NA;NA;0.7158
Skogaryd;1;23.27;98.388;NA;18. Mär;NA;NA;NA;NA;0.7322
Skogaryd;1;25.25;1.313.496;NA;18.48;NA;NA;NA;NA;0.6304
Skogaryd;1;24.38;1.020.708;NA;18. Apr;NA;NA;NA;NA;0.6048
Skogaryd;1;20.08;1.356.444;NA;18. Apr;NA;NA;NA;NA;0.622
Skogaryd;1;23.26;702.468;NA;18. Mär;NA;NA;NA;NA;0.5844
Skogaryd;1;27.65;1.148.688;NA;18. Feb;NA;NA;NA;NA;0.618
Skogaryd;1;23.8;1.270.836;NA;18. Feb;NA;NA;NA;NA;0.5412
Skogaryd;1;23.73;781.956;NA;18. Mär;NA;NA;NA;NA;0.5604
Skogaryd;1;27.15;1.106.028;NA;18. Mär;NA;NA;NA;NA;0.6114
Skogaryd;1;26.72;861.732;NA;18.28;NA;NA;NA;NA;0.5548
Skogaryd;1;28.57;1.270.836;NA;18. Feb;NA;NA;NA;NA;0.6269
Skogaryd;1;23.18;1.143.144;NA;18. Mär;NA;NA;NA;NA;0.5421
Skogaryd;1;24.05;1.350.612;NA;18. Apr;NA;NA;NA;NA;0.5763
Skogaryd;1;25.33;1.063.368;NA;18. Mär;NA;NA;NA;NA;0.6176
Skogaryd;1;28.59;89.856;NA;18.25;NA;NA;NA;NA;0.6217
Skogaryd;1;25.02;537.372;NA;17. Sep;NA;120;71;35;0.4563
Skogaryd;1;25,00;617.148;NA;18;NA;110;69;32;0.5079
Skogaryd;1;20.75;494.712;NA;18. Jan;NA;66;39;17;0.5579
Skogaryd;1;22.07;978.048;NA;18. Jan;NA;80;41;18;0.4912
Skogaryd;1;21.07;62.298;NA;18. Feb;NA;95;58;22;0.4112
Skogaryd;1;22.25;904.392;NA;18. Feb;NA;83;45;18;0.4362
Skogaryd;1;26.32;580.032;NA;18. Jan;NA;117;67;33;0.5489
Skogaryd;1;27.89;702.468;NA;18;NA;106;67;29;0.5857
Skogaryd;1;22.18;696.636;NA;18;NA;88;56;20;0.5642
Skogaryd;1;24.36;53.766;NA;18. Jan;NA;108;67;33;0.5364
Skogaryd;1;26.09;659.808;NA;18. Mai;NA;110;62;27;0.5817
Skogaryd;1;22.06;702.468;NA;18. Jan;NA;85;47;20;0.5202
Skogaryd;1;29.83;702.468;NA;18. Jan;NA;115;67;33;0.5329
Skogaryd;1;22.74;739.584;NA;18. Feb;NA;79;42;20;0.5454
Skogaryd;1;25.06;94.122;NA;18. Feb;NA;80;49;20;0.5699
Skogaryd;1;31.71;782.244;NA;18. Feb;NA;120;73;40;0.6142
Skogaryd;1;26.37;739.584;NA;18. Apr;NA;900;400;120;0.6183
Skogaryd;1;18.38;201.924;21.91;18. Jan;NA;NA;NA;NA;0.4974
Skogaryd;1;21.97;122.436;22.26;18. Jan;NA;NA;NA;NA;0.5365
Skogaryd;1;17.73;207.756;20.52;18. Mär;NA;NA;NA;NA;0.4695
Skogaryd;1;15.48;0.85608;19. Jun;18. Apr;NA;NA;NA;NA;0.5245
Skogaryd;1;19.32;165.096;20.38;18. Mär;NA;NA;NA;NA;0.4667
Skogaryd;1;18.5;12.798;20.48;18. Mär;NA;NA;NA;NA;0.4854
Skogaryd;1;22.71;12.798;22. Mär;18. Feb;NA;NA;NA;NA;0.5645
Skogaryd;1;23.05;207.756;22.42;18.13;NA;NA;NA;NA;0.5409
Skogaryd;1;18.58;165.096;20.28;18.28;NA;NA;NA;NA;0.4866
Skogaryd;1;20.46;128.268;14;18. Feb;NA;NA;NA;NA;0.5239
Skogaryd;1;18.99;0.8532;17.27;18. Feb;NA;NA;NA;NA;0.5352
Skogaryd;1;20.45;287.532;20.61;18. Mär;NA;NA;NA;NA;0.4991
Skogaryd;1;19.95;0.85608;22. Mai;18. Feb;NA;NA;NA;NA;0.5634
Skogaryd;1;17.57;122.436;18.73;18. Mär;NA;NA;NA;NA;0.4746
Skogaryd;1;19.01;32.436;19.86;18. Mär;NA;NA;NA;NA;0.4874
Skogaryd;1;22.52;244.872;15. Mai;18. Feb;NA;NA;NA;NA;0.5269
Skogaryd;1;25.02;989.712;20.44;18. Mär;NA;NA;NA;NA;0.6324
Skogaryd;2;31.58;2.907.828;18.94;17. Mai;NA;NA;NA;NA;0.5932
Skogaryd;2;30.09;299.286;19. Jan;17. Jun;NA;NA;NA;NA;0.6398
Skogaryd;2;36.05;2.865.168;19.17;17. Jul;NA;NA;NA;NA;0.5835
Skogaryd;2;34.81;3.072.636;19. Mär;17. Jul;NA;NA;NA;NA;0.5691
Skogaryd;2;31.39;2.663.532;18.79;17. Jul;NA;NA;NA;NA;0.5661
Skogaryd;2;29.57;2.583.756;19.31;17. Jul;NA;NA;NA;NA;0.608
Skogaryd;2;29.43;2.504.268;18.86;17. Jul;NA;NA;NA;NA;0.602
Skogaryd;2;28.69;225.414;17.73;17. Jul;NA;NA;NA;NA;0.5796
Skogaryd;2;24.02;2.297.088;18.58;17. Jun;NA;NA;NA;NA;0.5801
Skogaryd;2;29.88;233.946;19.17;17. Aug;NA;NA;NA;NA;0.6291
Skogaryd;2;29.83;2.456.064;18.81;17. Aug;NA;NA;NA;NA;0.6049
Skogaryd;2;32.67;2.663.532;18.54;17. Aug;NA;NA;NA;NA;0.6046
Skogaryd;2;31.81;2.498.436;18.96;17. Aug;NA;NA;NA;NA;0.5983
Skogaryd;2;29.7;274.302;18.84;17. Jul;NA;NA;NA;NA;0.5991
Skogaryd;2;32.61;290.754;18.96;17. Aug;NA;NA;NA;NA;0.6463
Skogaryd;2;30.15;2.705.904;19. Mär;17. Aug;NA;NA;NA;NA;0.5684
Skogaryd;2;31.7;3.616.416;19.51;17. Aug;NA;NA;NA;NA;0.6351
Skogaryd;2;30.64;29.502;NA;16. Mai;NA;NA;NA;NA;0.65
Skogaryd;2;31.54;3.365.424;NA;16. Apr;NA;NA;NA;NA;0.643
Skogaryd;2;29.65;3.243.564;NA;16. Jul;NA;NA;NA;NA;0.6584
Skogaryd;2;28.63;376.956;NA;16. Jul;NA;NA;NA;NA;0.6461
Skogaryd;2;27.67;2.956.896;NA;16. Mai;NA;NA;NA;NA;0.5991
Skogaryd;2;27.54;4.019.976;NA;16. Jul;NA;NA;NA;NA;0.6195
Skogaryd;2;28.39;2.706.192;NA;16. Jun;NA;NA;NA;NA;0.5717
Skogaryd;2;29.87;2.828.628;NA;16. Mai;NA;NA;NA;NA;0.5731
Skogaryd;2;26.29;3.354.912;NA;16. Jun;NA;NA;NA;NA;0.6036
Skogaryd;2;26.17;233.946;NA;16. Jul;NA;NA;NA;NA;0.5712
Skogaryd;2;29.86;3.158.244;NA;16. Mai;NA;NA;NA;NA;0.6054
Skogaryd;2;28.98;2.987.892;NA;16. Jul;NA;NA;NA;NA;0.589
Skogaryd;2;33.66;3.690.072;NA;16.35;NA;NA;NA;NA;0.512
Skogaryd;2;31.13;331.722;NA;16. Jul;NA;NA;NA;NA;0.6044
Skogaryd;2;32.34;364.158;NA;16. Jul;NA;NA;NA;NA;0.4535
Skogaryd;2;27.66;2.987.316;NA;16. Jun;NA;NA;NA;NA;0.6258
Skogaryd;2;27.94;2.376.864;NA;16. Jul;NA;NA;NA;NA;0.5879
Skogaryd;2;29.81;2.131.992;NA;15. Apr;NA;NA;NA;NA;0.5987
Skogaryd;2;29.57;262.116;NA;15. Apr;NA;NA;NA;NA;0.6046
Skogaryd;2;28.41;2.669.652;NA;15. Mai;NA;NA;NA;NA;0.5738
Skogaryd;2;29.46;3.164.364;NA;15.45;NA;NA;NA;NA;0.5678
Skogaryd;2;27.1;2.339.748;NA;15. Mai;NA;NA;NA;NA;0.6288
Skogaryd;2;28.84;3.036.384;NA;15. Mai;NA;NA;NA;NA;0.5903
Skogaryd;2;30.33;2.211.768;NA;15. Mai;NA;NA;NA;NA;0.5924
Skogaryd;2;28.16;25.785;NA;15. Apr;NA;NA;NA;NA;0.6369
Skogaryd;2;31.4;2.994.012;NA;15. Mai;NA;NA;NA;NA;0.6914
Skogaryd;2;28.7;1.967.184;NA;15. Mai;NA;NA;NA;NA;0.6495
Skogaryd;2;29.22;2.822.796;NA;15. Apr;NA;NA;NA;NA;0.5535
Skogaryd;2;28.99;2.499.012;NA;15. Mai;NA;NA;NA;NA;0.5778
Skogaryd;2;31.27;2.908.692;NA;15. Mai;NA;NA;NA;NA;0.6307
Skogaryd;2;30.5;2.419.524;NA;15. Mai;NA;NA;NA;NA;0.6237
Skogaryd;2;30.49;315.882;NA;15. Apr;NA;NA;NA;NA;0.632
Skogaryd;2;29.87;1.796.832;NA;15. Mai;NA;NA;NA;NA;0.583
Skogaryd;2;35.25;332.946;NA;15. Mai;NA;NA;NA;NA;0.6719
Skogaryd;2;28.76;2.376.576;NA;14. Jul;NA;NA;NA;NA;0.6703
Skogaryd;2;30.38;2.700.936;NA;14. Aug;NA;NA;NA;NA;0.6878
Skogaryd;2;25.49;2.743.308;NA;14. Aug;NA;NA;NA;NA;0.627
Skogaryd;2;28.21;3.525.264;NA;14. Sep;NA;NA;NA;NA;0.6412
Skogaryd;2;27.14;2.302.632;NA;14. Sep;NA;NA;NA;NA;0.6808
Skogaryd;2;23.77;3.567.924;NA;14. Sep;NA;NA;NA;NA;0.607
Skogaryd;2;24.17;2.499.012;NA;14. Aug;NA;NA;NA;NA;0.5825
Skogaryd;2;23.83;2.914.236;NA;14. Aug;NA;NA;NA;NA;0.6401
Skogaryd;2;23.87;3.445.776;NA;14. Aug;NA;NA;NA;NA;0.6331
Skogaryd;2;24.67;2.668.788;NA;14. Sep;NA;NA;NA;NA;0.6468
Skogaryd;2;26.4;2.413.692;NA;14. Aug;NA;NA;NA;NA;0.6476
Skogaryd;2;22.41;2.302.632;NA;14. Sep;NA;NA;NA;NA;0.57
Skogaryd;2;27.66;2.987.892;NA;14. Jul;NA;NA;NA;NA;0.596
Skogaryd;2;26.41;2.828.052;NA;14. Sep;NA;NA;NA;NA;0.5639
Skogaryd;2;27.45;319.536;NA;15;NA;NA;NA;NA;0.6661
Skogaryd;2;26.92;2.210.904;NA;14. Sep;NA;NA;NA;NA;0.6288
Skogaryd;2;26.36;258.462;NA;14. Sep;NA;NA;NA;NA;0.6396
Skogaryd;2;28.18;2.674.332;NA;14. Jul;NA;NA;NA;NA;0.5921
Skogaryd;2;27.38;2.828.052;NA;14. Jul;NA;NA;NA;NA;0.6266
Skogaryd;2;24.65;2.504.268;NA;14. Jul;NA;NA;NA;NA;0.5576
Skogaryd;2;26.61;349.398;NA;14. Jul;NA;NA;NA;NA;0.5858
Skogaryd;2;27.18;2.350.836;NA;14. Jul;NA;NA;NA;NA;0.6573
Skogaryd;2;26.58;3.323.052;NA;14. Jul;NA;NA;NA;NA;0.6069
Skogaryd;2;25.51;2.546.352;NA;14. Jul;NA;NA;NA;NA;0.5759
Skogaryd;2;25.36;221.148;NA;14. Jul;NA;NA;NA;NA;0.6085
Skogaryd;2;24.39;2.871.288;NA;14. Jul;NA;NA;NA;NA;0.5919
Skogaryd;2;20.95;1.026.252;NA;14. Jul;NA;NA;NA;NA;0.5382
Skogaryd;2;25.09;1.722.312;NA;14. Jul;NA;NA;NA;NA;0.571
Skogaryd;2;24.34;2.179.908;NA;14. Jul;NA;NA;NA;NA;0.5926
Skogaryd;2;26.81;252.972;NA;14. Jul;NA;NA;NA;NA;0.5976
Skogaryd;2;26.76;2.094.588;NA;14. Jul;NA;NA;NA;NA;0.6359
Skogaryd;2;26.11;2.413.692;NA;14. Jul;NA;NA;NA;NA;0.5671
Skogaryd;2;29.17;2.045.808;NA;14. Jul;NA;NA;NA;NA;0.5957
Skogaryd;2;26.93;1.552.248;NA;NA;NA;NA;NA;NA;0.686
Skogaryd;2;28.09;250.866;17. Jun;13;NA;80;39;15;0.6361
Skogaryd;2;24.85;184.446;16.88;13. Jan;NA;93;50;24;0.5428
Skogaryd;2;27.3;1.509.012;16.77;13. Jan;NA;28;15;6;0.6083
Skogaryd;2;24.96;290.754;16.89;13. Jan;NA;34;14;5;0.596
Skogaryd;2;25.29;14.409;16.71;13. Jan;NA;17;9;3;0.5812
Skogaryd;2;21.96;2.046.672;16.85;13. Jan;NA;26;12;4;0.5653
Skogaryd;2;24.22;1.764.396;17.21;13. Jan;NA;85;48;21;0.5554
Skogaryd;2;24.08;1.722.312;17. Apr;13;NA;83;38;15;0.5498
Skogaryd;2;21.87;1.674.396;16.77;13. Jan;NA;33;14;4;0.5194
Skogaryd;2;20.01;690.804;16. Jul;13. Jan;NA;69;35;14;0.5468
Skogaryd;2;21.15;109.962;17. Jul;13. Jan;NA;66;35;17;0.5812
Skogaryd;2;19.15;89.244;16.97;13. Jan;NA;34;17;7;0.5355
Skogaryd;2;25.42;1.881.288;17. Sep;13. Jan;NA;80;42;19;0.5723
Skogaryd;2;30.09;2.199.528;16.93;13. Jan;NA;33;16;5;0.6174
Skogaryd;2;24.22;1.674.396;16.93;13. Jan;NA;33;16;6;0.5605
Skogaryd;2;28.03;1.965.744;17;13. Jan;NA;81;39;13;0.5801
Skogaryd;2;26.5;146.664;24.89;13. Jan;NA;78;31;11;0.7674
Asa;1;9.53;18.621;6.477;17. Aug;NA;NA;NA;NA;0.2385
Asa;1;6.76;195.417;6.549;17. Mai;NA;NA;NA;NA;0.2359
Asa;1;7.29;154.287;6.657;17. Jul;NA;NA;NA;NA;0.2935
Asa;1;9.99;236.691;6.431;17. Jul;NA;NA;NA;NA;0.26
Asa;1;6.96;175.545;6.665;17. Jul;NA;NA;NA;NA;0.2439
Asa;1;8.16;175.545;Jun 47;17. Jul;NA;NA;NA;NA;0.2593
Asa;1;7.78;184.824;6.514;17. Jul;NA;NA;NA;NA;0.2788
Asa;1;9.54;195.489;6.502;17. Jun;NA;NA;NA;NA;0.2491
Asa;1;7.51;195.417;7.332;17. Jul;NA;NA;NA;NA;0.2431
Asa;1;7.72;196.875;Jun 55;17. Jul;NA;NA;NA;NA;0.2445
Asa;1;7.38;175.617;06. Jun;17. Jul;NA;NA;NA;NA;0.2575
Asa;1;8.86;20.754;6.555;17. Jul;NA;NA;NA;NA;0.249
Asa;1;7.41;256.563;6.553;17. Jul;NA;NA;NA;NA;0.2203
Asa;1;7.66;216.819;6.511;17. Jul;NA;NA;NA;NA;0.2782
Asa;1;7.18;18.621;6.495;17. Jul;NA;NA;NA;NA;0.2576
Asa;1;11.16;216.819;6.509;17. Jul;NA;NA;NA;NA;0.2522
Asa;1;8.84;236.691;6.297;17. Jun;NA;NA;NA;NA;0.2721
Asa;1;8.85;0.93141;NA;16. Mai;NA;166;44;20;0.2515
Asa;1;9.82;154.287;NA;16. Apr;NA;171;60;31;0.2345
Asa;1;9.37;143.622;NA;16. Jul;NA;60;34;18;0.2673
Asa;1;13,00;277.893;NA;16. Jul;NA;56;33;15;0.305
Asa;1;9.39;123.678;NA;16. Aug;NA;53;32;16;0.2906
Asa;1;9.77;164.952;NA;16. Jul;NA;59;39;21;0.2901
Asa;1;8.75;113.013;NA;16. Jul;NA;152;74;38;0.286
Asa;1;9.9;155.673;NA;16. Mai;NA;142;81;39;0.249
Asa;1;11.72;236.691;NA;16. Apr;NA;64;37;16;0.2653
Asa;1;9.13;145.008;NA;16. Jun;NA;102;59;28;0.2761
Asa;1;9.98;195.489;NA;16. Mai;NA;109;64;32;0.2746
Asa;1;8.34;175.545;NA;16. Mai;NA;60;31;16;0.2635
Asa;1;10.95;277.893;NA;16. Mai;NA;107;60;31;0.2631
Asa;1;9.51;175.545;NA;16. Mai;NA;46;33;15;0.2958
Asa;1;9.17;265.842;NA;16. Jun;NA;45;26;12;0.2757
Asa;1;11.1;18.621;NA;16. Mai;NA;130;79;40;0.2598
Asa;1;6.92;215.433;NA;16. Jul;NA;200;140;94;0.2046
Asa;1;9.51;0.30537;NA;17.48;NA;NA;NA;NA;0.4572
Asa;1;10.6;0.53325;NA;17. Jun;NA;NA;NA;NA;0.441
Asa;1;9.82;0.31995;NA;17. Jun;NA;NA;NA;NA;0.3733
Asa;1;11.56;134.343;NA;17. Jun;NA;NA;NA;NA;0.4669
Asa;1;9.44;0.32067;NA;17. Jun;NA;NA;NA;NA;0.3184
Asa;1;11.01;103.806;NA;17. Jun;NA;NA;NA;NA;0.345
Asa;1;8.7;0.22788;NA;17. Jun;NA;NA;NA;NA;0.3911
Asa;1;9.33;0.82476;NA;17. Jun;NA;NA;NA;NA;0.3886
Asa;1;9.36;113.085;NA;17. Jun;NA;NA;NA;NA;0.4048
Asa;1;9.95;0.6399;NA;17. Jun;NA;NA;NA;NA;0.2898
Asa;1;8.72;0.83934;NA;17. Jun;NA;NA;NA;NA;0.3502
Asa;1;9.55;0.42732;NA;17. Mai;NA;NA;NA;NA;0.33
Asa;1;9.76;114.543;NA;17. Mai;NA;NA;NA;NA;0.3191
Asa;1;8.63;114.471;NA;17. Jun;NA;NA;NA;NA;0.3399
Asa;1;9.25;155.745;NA;17. Jun;NA;NA;NA;NA;0.3117
Asa;1;8.19;0.51939;NA;17. Jun;NA;NA;NA;NA;0.3393
Asa;1;8.82;164.952;NA;17.44;NA;NA;NA;NA;0.3181
Asa;1;11.61;0.2286;NA;17. Jan;NA;1314;194;117;0.355
Asa;1;9.81;0.53397;NA;17. Jan;NA;1295;162;101;0.3618
Asa;1;9.67;0.32067;NA;17. Feb;NA;401;90;49;0.3675
Asa;1;12.11;134.415;NA;17. Feb;NA;195;111;61;0.3417
Asa;1;9.32;0.32067;NA;17. Feb;NA;469;120;62;0.3099
Asa;1;9.31;0.62604;NA;17. Feb;NA;583;117;66;0.3475
Asa;1;8.95;0.42732;NA;17. Jan;NA;1360;219;132;0.3108
Asa;1;9.88;0.73341;NA;17;NA;1341;235;121;0.3474
Asa;1;10.43;125.208;NA;17. Feb;NA;581;116;58;0.3356
Asa;1;8.92;0.42732;NA;17. Feb;NA;1308;207;114;0.3276
Asa;1;9.48;0.62604;NA;17. Jan;NA;1334;216;136;0.3547
Asa;1;9.56;0.33525;NA;17. Feb;NA;604;135;80;0.3274
Asa;1;9.03;114.471;NA;17. Feb;NA;1322;180;115;0.3109
Asa;1;9.61;0.64062;NA;17. Feb;NA;266;109;64;0.3149
