Lake;Experiment;TP ;Chla ;DOC;Temperature;Chla_flu;PAR_I;PAR_II;PAR_III;TN
Asa;1;9.6;184.896;NA;17.25;NA;550;119;71;0.3061
Asa;1;7.57;0.64062;NA;17. Feb;NA;1338;267;142;0.3087
Asa;1;6.82;186.282;NA;17. Feb;NA;1192;857;532;0.3027
Asa;1;10.08;0.09279;NA;19. Aug;NA;1290;215;125;0.2374
Asa;1;12.44;0.61146;NA;19. Jul;NA;1260;225;125;0.3108
Asa;1;12.89;0.2133;NA;19. Aug;NA;530;118;80;0.2786
Asa;1;12.79;163.494;NA;19. Aug;NA;525;160;90;0.3075
Asa;1;13.19;0.51867;NA;19. Aug;NA;580;125;75;0.3048
Asa;1;10.2;0.71811;NA;19. Aug;NA;585;135;75;0.3174
Asa;1;9.88;0.41274;NA;19. Jul;NA;1340;220;125;0.2663
Asa;1;8.81;0.21402;NA;19. Aug;NA;1330;230;148;0.2922
Asa;1;9.4;16.488;NA;19. Aug;NA;480;110;62;0.3069
Asa;1;8.2;0.73269;NA;19. Aug;NA;1320;200;128;0.3238
Asa;1;8.91;114.471;NA;19. Aug;NA;1250;205;132;0.3031
Asa;1;10.47;0.71811;NA;19. Aug;NA;600;150;90;0.2632
Asa;1;9.28;16.488;NA;19. Aug;NA;1290;185;104;0.3006
Asa;1;8.6;0.93141;NA;19. Sep;NA;350;150;77;0.2807
Asa;1;9.9;226.026;NA;19.95;NA;590;160;75;0.2986
Asa;1;9.01;0.51939;NA;19. Sep;NA;1350;255;175;0.2924
Asa;1;6.29;184.824;NA;19. Sep;NA;1350;850;600;0.229
Asa;1;10.54;0.30609;6.839;16. Apr;NA;NA;NA;NA;0.257
Asa;1;10.93;0.51867;6.533;16. Jun;NA;NA;NA;NA;0.2874
Asa;1;11.31;0.31995;6.316;16. Jun;NA;NA;NA;NA;0.2262
Asa;1;12.03;0.62604;5.901;16. Jun;NA;NA;NA;NA;0.2616
Asa;1;12.72;0.21402;Jun 23;16. Jun;NA;NA;NA;NA;0.2631
Asa;1;10.73;0.62604;6.341;16. Jul;NA;NA;NA;NA;0.2763
Asa;1;10.44;0.32067;6.396;16. Jun;NA;NA;NA;NA;0.2575
Asa;1;10.51;0.33525;6.624;16. Mai;NA;NA;NA;NA;0.2782
Asa;1;11.05;113.085;5.712;16. Mai;NA;NA;NA;NA;0.2824
Asa;1;9.47;0.41274;7.809;16. Mai;NA;NA;NA;NA;0.2842
Asa;1;11.12;0.62604;7.779;16. Mai;NA;NA;NA;NA;0.2931
Asa;1;11.12;0.51939;6.398;16.55;NA;NA;NA;NA;0.256
Asa;1;10.15;0.73269;6.411;16. Mai;NA;NA;NA;NA;0.2862
Asa;1;10.84;0.53397;6.089;16. Mai;NA;NA;NA;NA;0.2381
Asa;1;11.54;0.53397;5.937;16. Jun;NA;NA;NA;NA;0.3047
Asa;1;9.82;0.33453;6.467;16. Jun;NA;NA;NA;NA;0.266
Asa;1;6.96;114.471;7.784;16. Jun;NA;NA;NA;NA;0.2777
Asa;2;8,00;0.91683;6.438;18. Jun;NA;NA;NA;NA;0.2708
Asa;2;7.7;16.488;6.267;18. Mai;NA;NA;NA;NA;0.2677
Asa;2;6.97;14.355;6.369;18. Mai;NA;NA;NA;NA;0.2704
Asa;2;8.01;154.287;6.375;18. Mai;NA;NA;NA;NA;0.3088
Asa;2;7.13;114.471;6.573;18. Apr;NA;NA;NA;NA;0.3061
Asa;2;6.61;132.885;6.335;18. Mai;NA;NA;NA;NA;0.3114
Asa;2;7.3;113.013;6.518;18. Mai;NA;NA;NA;NA;0.308
Asa;2;6.98;154.287;6.481;18. Jun;NA;NA;NA;NA;0.3125
Asa;2;6.83;125.136;6.474;18. Jun;NA;NA;NA;NA;0.2998
Asa;2;5.95;152.829;6.221;18. Jun;NA;NA;NA;NA;0.2852
Asa;2;5.84;154.215;Jun 35;18. Jun;NA;NA;NA;NA;0.3013
Asa;2;6.46;14.355;6.254;18. Jun;NA;NA;NA;NA;0.2862
Asa;2;6.87;154.215;6.409;18. Mai;NA;NA;NA;NA;0.3017
Asa;2;5.98;154.287;Jun 32;18. Jun;NA;NA;NA;NA;0.3103
Asa;2;5.55;12.222;6.322;18. Jun;NA;NA;NA;NA;0.2956
Asa;2;6.02;16.488;7.301;18. Jun;NA;NA;NA;NA;0.308
Asa;2;5.89;184.824;7.363;18. Jul;NA;NA;NA;NA;0.3011
Asa;2;5.98;0.93069;NA;17. Sep;NA;143;88;34;0.3008
Asa;2;6.78;196.875;NA;17. Sep;NA;135;88;40;0.3079
Asa;2;7.98;143.622;NA;18. Jan;NA;58;43;17;0.3216
Asa;2;6.77;235.233;NA;18. Feb;NA;88;50;19;0.3216
Asa;2;6.33;14.355;NA;18. Mär;NA;110;65;22;0.3056
Asa;2;7.77;245.898;NA;18. Mär;NA;126;81;33;0.3099
Asa;2;7.17;113.013;NA;18. Jan;NA;224;146;61;0.3131
Asa;2;8.99;195.489;NA;18;NA;220;149;61;0.3324
Asa;2;7.71;184.824;NA;18. Mär;NA;99;58;21;0.3228
Asa;2;7.02;152.757;NA;18. Mär;NA;189;139;58;0.3007
Asa;2;7.01;204.696;NA;18. Jan;NA;203;130;55;0.2971
Asa;2;6.32;14.355;NA;18. Jan;NA;137;85;37;0.3017
Asa;2;7.51;174.159;NA;18;NA;194;128;60;0.3282
Asa;2;6.82;114.471;NA;18. Feb;NA;127;81;33;0.2833
Asa;2;7.05;215.361;NA;18. Mär;NA;140;89;35;0.3335
Asa;2;6.9;0.94599;NA;18. Feb;NA;244;183;72;0.2952
Asa;2;6.22;195.489;NA;18. Aug;NA;745;585;426;0.2732
Asa;2;6.6;113.013;NA;18. Mai;NA;NA;NA;NA;0.2664
Asa;2;6.65;184.824;NA;18. Mai;NA;NA;NA;NA;0.2849
Asa;2;5.98;175.617;NA;18. Mai;NA;NA;NA;NA;0.2622
Asa;2;8.52;296.379;NA;18. Aug;NA;NA;NA;NA;0.2807
Asa;2;8.47;184.824;NA;18. Jul;NA;NA;NA;NA;0.3008
Asa;2;8.35;349.704;NA;18. Aug;NA;NA;NA;NA;0.3094
Asa;2;7.02;175.545;NA;18. Aug;NA;NA;NA;NA;0.2623
Asa;2;8.01;287.172;NA;18. Jun;NA;NA;NA;NA;0.3
Asa;2;9.53;339.039;NA;18. Jul;NA;NA;NA;NA;0.3065
Asa;2;7.15;145.008;NA;18. Jun;NA;NA;NA;NA;0.2881
Asa;2;7.15;337.581;NA;18. Jun;NA;NA;NA;NA;0.3036
Asa;2;7.28;145.008;NA;18. Jul;NA;NA;NA;NA;0.2688
Asa;2;7.92;247.356;NA;18. Jul;NA;NA;NA;NA;0.3029
Asa;2;8.46;123.678;NA;18. Aug;NA;NA;NA;NA;0.2708
Asa;2;7.92;296.379;NA;18. Sep;NA;NA;NA;NA;0.2815
Asa;2;9.01;125.136;NA;18. Aug;NA;NA;NA;NA;0.3103
Asa;2;6.4;175.617;NA;18. Sep;NA;NA;NA;NA;0.2841
Asa;2;5.16;0.82476;NA;17. Jun;NA;NA;NA;NA;0.2685
Asa;2;7.44;113.085;NA;17. Jun;NA;NA;NA;NA;0.2831
Asa;2;7.29;123.678;NA;18;NA;NA;NA;NA;0.2512
Asa;2;6.85;247.356;NA;18. Jan;NA;NA;NA;NA;0.2679
Asa;2;7.48;134.343;NA;18;NA;NA;NA;NA;0.2735
Asa;2;8.17;287.172;NA;18;NA;NA;NA;NA;0.3083
Asa;2;6.54;123.678;NA;17. Jul;NA;NA;NA;NA;0.2725
Asa;2;8.01;0.51867;NA;17. Aug;NA;NA;NA;NA;0.2937
Asa;2;9.02;307.044;NA;18;NA;NA;NA;NA;0.3003
Asa;2;5.48;0.93141;NA;17. Sep;NA;NA;NA;NA;0.2793
Asa;2;6.58;16.488;NA;17. Aug;NA;NA;NA;NA;0.2865
Asa;2;7.31;10.242;NA;18. Jan;NA;NA;NA;NA;0.2684
Asa;2;8.27;285.714;NA;17. Sep;NA;NA;NA;NA;0.291
Asa;2;6.73;154.215;NA;18. Feb;NA;NA;NA;NA;0.2724
Asa;2;6.82;175.617;NA;18. Jan;NA;NA;NA;NA;0.2871
Asa;2;6.85;0.82476;NA;18;NA;NA;NA;NA;0.2847
Asa;2;7.46;174.159;NA;18.45;NA;NA;NA;NA;0.2971
Asa;2;5.76;0.53397;NA;17. Jun;NA;NA;NA;NA;0.2777
Asa;2;6.1;0.93141;NA;17. Jun;NA;NA;NA;NA;0.2917
Asa;2;6.78;0.94599;NA;17. Sep;NA;NA;NA;NA;0.2707
Asa;2;6.71;134.415;NA;17. Sep;NA;NA;NA;NA;0.2643
Asa;2;8.29;0.42732;NA;17. Sep;NA;NA;NA;NA;0.2769
Asa;2;7.82;14.508;NA;17. Sep;NA;NA;NA;NA;0.2761
Asa;2;5.96;0.91755;NA;17. Jul;NA;NA;NA;NA;0.2807
Asa;2;7,00;175.617;NA;17. Jul;NA;NA;NA;NA;0.2995
Asa;2;7.22;174.159;NA;17. Sep;NA;NA;NA;NA;0.3017
Asa;2;5.69;0.62604;NA;17. Jul;NA;NA;NA;NA;0.2708
Asa;2;7.57;134.343;NA;17. Jul;NA;NA;NA;NA;0.2734
Asa;2;6.27;0.71811;NA;17. Sep;NA;NA;NA;NA;0.2608
Asa;2;8.04;204.696;NA;17. Jul;NA;NA;NA;NA;0.2832
Asa;2;6.41;0.81018;NA;17. Sep;NA;NA;NA;NA;0.2616
Asa;2;6.72;145.008;NA;17. Sep;NA;NA;NA;NA;0.2732
Asa;2;8.23;0.82476;NA;17. Aug;NA;NA;NA;NA;0.2697
Asa;2;6.53;152.829;NA;18. Jan;NA;NA;NA;NA;0.2968
Asa;2;10.32;0.41274;5.703;15.25;NA;155;88;40;0.2722
Asa;2;8.01;0.82476;5.626;15. Feb;NA;176;102;48;0.2603
Asa;2;8.83;163.494;Mai 53;15. Apr;NA;90;52;23;0.2716
Asa;2;7.71;10.242;5.542;15. Apr;NA;61;35;15;0.2572
Asa;2;8.26;113.013;5.433;15. Apr;NA;65;38;15;0.253
Asa;2;6.76;0.93141;5.431;15. Apr;NA;68;43;18;0.26
Asa;2;7.48;0.73269;5.539;15.28;NA;170;110;51;0.2589
Asa;2;8.11;0.93141;5.704;15. Feb;NA;175;105;45;0.267
Asa;2;7.69;0.82476;Mai 47;15. Mär;NA;76;44;19;0.2602
Asa;2;6.01;0.82476;Mai 66;15. Mär;NA;170;100;50;0.2782
Asa;2;6.82;113.013;5.616;15. Mär;NA;210;128;65;0.2618
Asa;2;8.34;122.292;5.334;15. Apr;NA;130;81;38;0.2588
Asa;2;6.32;114.471;5.635;15. Mär;NA;300;175;81;0.2658
Asa;2;7.21;113.013;Mai 43;15. Apr;NA;155;95;41;0.2625
Asa;2;7.41;134.415;5.389;15. Apr;NA;130;82;40;0.257
Asa;2;9.51;0.93141;5.894;15.28;NA;NA;NA;NA;0.2543
Asa;2;7.56;0.2133;6.325;15. Apr;NA;NA;NA;NA;0.3317
Bolmen;1;20.18;12.375;Okt 59;18. Mär;NA;200;110;50;0.5538
Bolmen;1;15.66;114.471;9.552;18. Apr;NA;160;80;39;0.5329
Bolmen;1;15.58;166.338;9.475;18. Mai;NA;180;110;50;0.5521
Bolmen;1;14,00;206.154;10. Apr;18. Jun;NA;212;135;60;0.4274
Bolmen;1;13.52;14.508;9.861;18. Apr;NA;180;90;40;0.3765
Bolmen;1;13.29;155.673;10. Dez;18.58;NA;146;184;44;0.4164
Bolmen;1;13.74;195.489;Okt 92;18. Jul;NA;200;105;53;0.3892
Bolmen;1;14.57;143.622;Sep 47;18. Aug;NA;210;132;71;0.3958
Bolmen;1;15.96;226.098;9.386;18. Jul;NA;175;95;42;0.4133
Bolmen;1;13.88;24.597;9.173;18. Jul;NA;150;83;34;0.3949
Bolmen;1;14.12;236.763;9.327;18. Aug;NA;177;87;44;0.3814
Bolmen;1;13.98;258.021;Okt 33;18.85;NA;194;106;56;0.3728
Bolmen;1;13.83;317.781;Okt 52;18. Jul;NA;140;105;60;0.4003
Bolmen;1;15.86;308.502;9.641;18. Sep;NA;150;99;52;0.3954
Bolmen;1;13.24;204.696;10. Mai;18. Aug;NA;140;72;36;0.3797
Bolmen;1;13.62;175.545;Okt 31;18.85;NA;194;127;66;0.4027
Bolmen;1;38.08;195.561;9.648;19;NA;1000;600;400;0.4144
Bolmen;1;13.93;195.489;NA;18. Jan;NA;262;111;38;0.3875
Bolmen;1;14.24;174.159;NA;18. Jan;NA;260;110;43;0.3913
Bolmen;1;15.35;164.952;NA;18. Jan;NA;141;64;18;0.4003
Bolmen;1;15.73;145.008;NA;18. Feb;NA;165;79;26;0.4003
Bolmen;1;14.3;2.673;NA;18. Mär;NA;115;52;16;0.379
Bolmen;1;14.24;297.837;NA;18. Mär;NA;98;44;12;0.3844
Bolmen;1;14.11;12.375;NA;18. Feb;NA;135;65;28;0.3306
Bolmen;1;13.53;287.172;NA;18. Feb;NA;218;111;40;0.3757
Bolmen;1;14.26;206.226;NA;18. Mär;NA;140;67;20;0.3862
Bolmen;1;13.59;265.842;NA;18. Feb;NA;240;115;48;0.3573
Bolmen;1;13.51;184.824;NA;18. Feb;NA;223;100;44;0.1353
Bolmen;1;12.4;235.233;NA;18. Feb;NA;114;75;34;0.3622
Bolmen;1;13.15;164.952;NA;18. Feb;NA;150;80;37;0.3373
Bolmen;1;14.59;206.154;NA;18. Mär;NA;96;63;21;0.3709
Bolmen;1;14.02;236.691;NA;18. Mär;NA;108;71;25;0.3677
Bolmen;1;14.03;245.898;NA;18. Mär;NA;241;133;52;0.3576
Bolmen;1;15.21;265.842;NA;18. Jan;NA;900;500;350;0.4163
Bolmen;1;21.88;409.464;NA;17;NA;409;115;51;0.3763
Bolmen;1;20.97;409.536;NA;17. Aug;NA;220;117;47;0.2633
Bolmen;1;16.58;226.098;NA;17. Feb;NA;162;69;20;0.3732
Bolmen;1;17.29;420.057;NA;17. Feb;NA;135;61;27;0.3526
Bolmen;1;16.93;357.597;NA;17. Feb;NA;102;66;21;0.3296
Bolmen;1;17.57;540.963;NA;17. Feb;NA;105;63;23;0.3623
Bolmen;1;16.25;299.295;NA;17. Jan;NA;240;140;52;0.3613
Bolmen;1;16.86;348.318;NA;17. Jan;NA;360;152;58;0.3473
Bolmen;1;18.74;450.666;NA;17. Feb;NA;146;71;27;0.3646
Bolmen;1;17.05;256.635;NA;17. Feb;NA;430;175;66;0.3218
Bolmen;1;15.01;277.965;NA;17. Feb;NA;580;188;80;0.3004
Bolmen;1;13.15;226.098;NA;17.23;NA;202;110;46;0.3505
Bolmen;1;15.58;380.313;NA;17. Jan;NA;270;138;45;0.3351
Bolmen;1;16.2;400.185;NA;17. Feb;NA;144;70;24;0.3105
Bolmen;1;16.28;511.812;NA;17. Mär;NA;117;68;21;0.3174
Bolmen;1;14.63;349.704;NA;17. Feb;NA;249;144;63;0.3038
Bolmen;1;13.43;276.507;NA;17. Mär;NA;600;298;174;0.3361
Bolmen;1;18.08;380.313;NA;15. Sep;NA;106;51;20;0.5704
Bolmen;1;20.14;432.252;NA;15. Aug;NA;119;52;23;0.5324
Bolmen;1;15.78;420.129;NA;16;NA;63;20;5;0.4078
Bolmen;1;16.94;38.952;NA;16. Jan;NA;37;34;11;0.4311
Bolmen;1;16.4;583.623;NA;16;NA;67;32;11;0.3991
Bolmen;1;17.05;511.884;NA;16;NA;70;28;10;0.3502
Bolmen;1;14.2;277.965;NA;15. Sep;NA;138;60;25;0.3741
Bolmen;1;16.48;226.098;NA;15. Sep;NA;153;64;28;0.3474
Bolmen;1;17.37;481.275;NA;15. Sep;NA;58;39;11;0.3661
Bolmen;1;18.32;329.832;NA;16. Jan;NA;155;70;34;0.3517
Bolmen;1;15.45;2.673;NA;16;NA;103;47;18;0.3416
Bolmen;1;14.28;277.965;NA;16;NA;44;22;8;0.3492
Bolmen;1;15.68;358.911;NA;16;NA;150;72;25;0.3497
Bolmen;1;15.29;400.185;NA;16. Jan;NA;53;23;8;0.3656
Bolmen;1;15.86;47.061;NA;16;NA;54;21;8;0.3365
Bolmen;1;12.97;247.356;NA;16;NA;130;60;35;0.3471
Bolmen;1;13.9;287.172;NA;16. Jan;NA;235;118;62;0.3142
Bolmen;1;19.66;0.73269;NA;16. Jan;NA;203;112;48;0.4284
Bolmen;1;21.63;215.361;NA;16. Mär;NA;184;101;49;0.4244
Bolmen;1;17.74;195.489;NA;16. Mai;NA;99;63;17;0.3373
Bolmen;1;17.96;256.635;NA;16. Mai;NA;134;70;25;0.3489
Bolmen;1;17.64;184.752;NA;16. Mai;NA;121;62;19;0.3127
Bolmen;1;17.81;398.727;NA;16. Mai;NA;107;54;23;0.3455
Bolmen;1;12.78;0.82476;NA;16. Mai;NA;275;146;62;0.3336
Bolmen;1;15,00;0.94599;NA;16. Apr;NA;299;153;65;ND
Bolmen;1;17.86;369.648;NA;16. Mai;NA;151;55;29;0.3381
Bolmen;1;14.93;12.375;NA;16. Apr;NA;228;103;33;0.3332
Bolmen;1;14.86;175.545;NA;16. Mai;NA;209;122;56;0.3363
Bolmen;1;14.75;256.635;NA;16. Mai;NA;190;84;40;0.3412
Bolmen;1;14.93;103.806;NA;16.43;NA;212;105;59;0.3067
Bolmen;1;14.72;16.488;NA;16. Mai;NA;134;51;12;0.3041
Bolmen;1;15.53;216.819;NA;16. Jun;NA;86;53;32;0.3882
Bolmen;1;12.64;0.53397;NA;16. Jun;NA;129;47;15;0.297
Bolmen;1;16.44;256.635;NA;16. Jul;NA;187;104;54;0.3497
Bolmen;1;17.73;0.32067;Okt 27;16. Aug;NA;200;100;40;0.39
Bolmen;1;15.89;0.2133;10. Sep;16. Sep;NA;215;110;80;0.3538
Bolmen;1;15.71;0.21402;9.543;17;NA;450;200;50;0.3072
Bolmen;1;21.64;0.93141;9.561;17.15;NA;300;91;40;0.2172
Bolmen;1;16.11;0.51939;9.292;17. Feb;NA;50;25;12;0.3532
Bolmen;1;17.42;103.806;9.267;17. Feb;NA;550;70;35;0.2995
Bolmen;1;13.73;0.21402;Sep 61;17. Jan;NA;215;185;77;0.2924
Bolmen;1;14.07;0.31995;9.552;17. Jan;NA;1300;162;80;0.3365
Bolmen;1;14.84;0.4266;9.072;17. Feb;NA;80;40;18;0.2429
Bolmen;1;13.76;0.2133;9.412;17. Feb;NA;200;104;90;0.2777
Bolmen;1;13.12;0.32067;9.421;17. Feb;NA;300;150;50;0.3005
Bolmen;1;13.69;0.31995;9.133;17. Apr;NA;120;46;20;0.2926
Bolmen;1;25.54;0.32067;Sep 65;17. Feb;NA;175;105;69;0.3234
Bolmen;1;13.3;0.33453;9.208;17. Mär;NA;140;85;44;0.2638
Bolmen;1;14.86;0.53325;9.028;17. Apr;NA;500;98;50;0.2898
Bolmen;1;13.93;0.32067;9.582;17. Mär;NA;500;180;81;0.353
Bolmen;1;15.98;348.318;9.201;NA;NA;1000;500;350;0.3788
Bolmen;2;16,00;204.696;9.252;18. Jan;NA;113;48;17;0.3615
Bolmen;2;14.66;226.026;9.107;18. Feb;NA;126;56;19;0.3751
Bolmen;2;13.6;226.026;09. Apr;18. Mai;NA;103;51;17;0.3285
Bolmen;2;13.87;186.282;9.227;18. Jul;NA;114;55;20;0.3393
Bolmen;2;12.66;247.428;9.009;18. Mai;NA;233;158;72;0.304
Bolmen;2;13.35;195.489;9.065;18. Mai;NA;190;111;64;0.2845
Bolmen;2;12.49;143.622;8.614;18. Mär;NA;470;252;92;0.263
Bolmen;2;12.22;247.356;8.871;18. Apr;NA;1120;307;113;0.2957
Bolmen;2;15.48;2.673;8.857;18. Mai;NA;174;106;57;0.299
Bolmen;2;14.25;163.494;8.747;18. Apr;NA;157;87;33;0.2703
Bolmen;2;11.5;143.622;8.752;18. Mär;NA;299;172;81;0.2495
Bolmen;2;13.63;152.829;8.338;18. Mai;NA;282;144;75;0.2765
Bolmen;2;14.77;235.233;Aug 89;18. Apr;NA;154;78;34;0.2972
Bolmen;2;13.59;221.724;8.958;18.53;NA;121;56;17;0.3288
Bolmen;2;13.82;256.635;7.386;18.58;NA;124;55;19;0.2903
Bolmen;2;11.78;14.355;8.813;18. Apr;NA;164;80;27;0.2926
Bolmen;2;13.33;522.405;8.843;18. Jan;NA;226;188;116;0.3105
Bolmen;2;13.7;123.678;NA;17. Jun;NA;214;118;37;0.3418
Bolmen;2;13.4;204.624;NA;17. Jul;NA;224;123;40;0.314
Bolmen;2;13.05;215.361;NA;17. Aug;NA;81;30;11;0.3051
Bolmen;2;13.64;296.379;NA;17. Sep;NA;116;68;25;0.3409
Bolmen;2;13.11;277.965;NA;18;NA;102;51;23;0.3109
Bolmen;2;14.6;256.635;NA;17. Sep;NA;135;52;15;0.3079
Bolmen;2;12.75;184.824;NA;17. Aug;NA;250;111;42;0.2852
Bolmen;2;12.55;235.305;NA;17. Sep;NA;225;103;45;0.3195
Bolmen;2;14.56;429.264;NA;18;NA;120;58;19;0.3108
Bolmen;2;12.62;235.305;NA;17. Sep;NA;179;84;30;0.2921
Bolmen;2;12.29;22.464;NA;17. Aug;NA;181;96;37;0.2819
Bolmen;2;12.85;204.768;NA;17. Sep;NA;169;81;33;0.2921
Bolmen;2;15.71;336.195;NA;17. Sep;NA;184;68;38;0.3097
Bolmen;2;12.75;224.568;NA;17. Sep;NA;112;53;22;0.2927
Bolmen;2;14.11;174.087;NA;18;NA;107;58;21;0.3096
Bolmen;2;11.44;14.355;NA;17. Sep;NA;214;109;46;0.2587
Bolmen;2;12.82;163.494;NA;18;NA;726;491;280;0.2647
Bolmen;2;12.58;226.026;NA;17. Mai;NA;241;124;49;0.3307
Bolmen;2;14.26;308.502;NA;17. Jun;NA;289;174;62;0.3351
Bolmen;2;12.91;378.855;NA;17. Jul;NA;132;76;22;0.3434
Bolmen;2;15.27;369.648;NA;17. Aug;NA;140;80;30;0.3321
Bolmen;2;15.98;574.344;NA;17. Aug;NA;112;60;16;0.2706
Bolmen;2;14.65;297.837;NA;17. Aug;NA;64;33;10;0.3789
Bolmen;2;12,00;358.911;NA;17. Jul;NA;146;85;33;0.263
Bolmen;2;14.53;38.952;NA;17. Jun;NA;164;80;37;0.2957
Bolmen;2;16.07;308.502;NA;17. Jul;NA;72;37;11;0.299
Bolmen;2;12.55;503.919;NA;17. Jul;NA;166;97;40;0.2703
Bolmen;2;16.05;339.039;NA;17. Jun;NA;163;70;35;0.2495
Bolmen;2;12.74;277.893;NA;17. Jul;NA;81;36;18;0.2765
Bolmen;2;15.56;369.576;NA;17. Jul;NA;150;83;30;0.2972
Bolmen;2;11.82;319.095;NA;17. Jul;NA;93;42;17;0.3288
Bolmen;2;12.71;523.863;NA;17. Aug;NA;88;62;16;0.2903
Bolmen;2;9.74;16.488;NA;17. Jul;NA;151;72;31;0.2926
Bolmen;2;12.92;398.727;NA;17. Jul;NA;276;155;97;0.3105
Bolmen;2;15.2;226.098;NA;17. Apr;NA;102;53;19;0.3919
Bolmen;2;15.16;348.318;NA;17. Apr;NA;99;48;17;0.3792
Bolmen;2;12.58;24.597;NA;17. Mai;NA;30;14;4;0.3343
Bolmen;2;15.41;358.983;NA;17. Jun;NA;47;14;5;0.3437
Bolmen;2;14.93;357.525;NA;17. Jun;NA;21;13;5;0.3832
Bolmen;2;14.25;595.674;NA;17. Jun;NA;21;11;3;0.3463
Bolmen;2;13.43;24.597;NA;17. Jun;NA;72;32;12;0.3562
Bolmen;2;14.22;452.052;NA;17. Mai;NA;55;28;10;0.3867
Bolmen;2;15.46;687.285;NA;17. Mai;NA;21;12;4;0.354
Bolmen;2;13.02;287.172;NA;17. Mai;NA;67;35;13;0.3178
Bolmen;2;13.33;297.837;NA;17. Mai;NA;60;32;12;0.349
Bolmen;2;12.27;401.643;NA;17. Mai;NA;33;17;6;0.3085
Bolmen;2;11.59;491.868;NA;17. Mai;NA;61;31;11;0.346
Bolmen;2;12.74;358.911;NA;17. Mai;NA;29;14;5;0.3529
Bolmen;2;15.72;585.009;NA;17. Jun;NA;37;17;4;0.3585
Bolmen;2;10.49;154.287;NA;17. Jun;NA;63;30;13;0.3223
Bolmen;2;13.43;501.075;NA;17. Mai;NA;77;43;24;0.3031
Bolmen;2;12.52;275.121;NA;16. Mai;NA;112;54;22;0.3334
Bolmen;2;13.76;615.474;NA;16. Mai;NA;133;64;27;0.3214
Bolmen;2;11.69;215.361;NA;16. Jun;NA;47;24;9;0.2919
Bolmen;2;14.69;471.996;NA;16.63;NA;59;28;10;0.3289
Bolmen;2;14.61;307.116;NA;16. Jul;NA;51;25;12;0.2911
Bolmen;2;12.92;595.674;NA;16. Jul;NA;54;23;9;0.2232
Bolmen;2;12.26;369.576;NA;16. Jun;NA;144;76;31;0.2951
Bolmen;2;13.24;473.382;NA;16. Jun;NA;140;72;29;0.3527
Bolmen;2;14.95;8.217;NA;16. Jun;NA;59;33;10;0.3448
Bolmen;2;10.83;349.776;NA;16. Jun;NA;149;77;28;0.312
Bolmen;2;12.42;430.722;NA;16. Jun;NA;146;67;27;0.3021
Bolmen;2;11.61;279.423;NA;16. Jun;NA;86;44;10;0.3256
Bolmen;2;14.4;43.218;NA;16. Jun;NA;166;80;33;0.3423
Bolmen;2;11.22;258.093;NA;16. Jun;NA;100;53;23;0.3229
Bolmen;2;14.51;339.111;NA;16.65;NA;107;51;19;0.3622
Bolmen;2;10.2;0.93141;NA;16. Jul;NA;185;95;39;0.28
Bolmen;2;13.93;449.208;NA;16. Jun;NA;230;127;74;0.2774
Bolmen;2;14.35;184.824;8.516;13. Aug;NA;65;34;12;0.3043
Bolmen;2;13.9;585.009;8.614;13. Aug;NA;42;17;6;0.3476
Bolmen;2;12.09;223.254;8.279;13. Aug;NA;22;10;4;0.2484
Bolmen;2;11.64;287.172;6.848;14;NA;19;10;4;0.3395
Bolmen;2;18.41;186.282;8.053;14;NA;14;8;3;0.2619
Bolmen;2;11.32;390.906;8.312;14. Mai;NA;12;8;3;0.3198
Bolmen;2;10.17;0.91683;8.062;14;NA;34;21;10;0.2943
Bolmen;2;11.92;38.952;Aug 16;13. Sep;NA;42;22;10;0.3498
Bolmen;2;15.48;667.413;7.786;14;NA;32;22;8;0.347
Bolmen;2;11.02;122.292;8.125;14;NA;63;43;23;0.2682
Bolmen;2;11.17;319.167;8.127;13. Sep;NA;59;37;15;0.2823
Bolmen;2;13.32;47.484;7.908;14;NA;22;8;4;0.3367
Bolmen;2;12.75;606.339;Jul 98;14;NA;29;17;6;0.3308
Bolmen;2;11.34;194.031;7.632;13. Sep;NA;36;36;14;0.2422
Bolmen;2;15.26;719.352;8.139;14;NA;49;22;4;0.3428
Bolmen;2;10.59;0.51867;7.959;14;NA;73;38;14;0.2565
Bolmen;2;13.69;470.538;8.272;13.93;NA;60;32;19;0.2752